date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:53:30	6091/6091	---M--	200	added ('OK')	image/gif	etag:%225215ff84-17cb%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/images/system/preloader.gif	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/images/system/preloader.gif	(from http://livedemo00.template-help.com/joomla_47434/templates/theme1694/css/touch.gallery.css)
18:53:31	1756/1756	---M--	200	added ('OK')	image/png	etag:%225215ff84-6dc%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/images/gallery/arrows.png	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/images/gallery/arrows.png	(from http://livedemo00.template-help.com/joomla_47434/templates/theme1694/css/touch.gallery.css)
18:53:32	1093/1093	---M--	200	added ('OK')	image/gif	etag:%225215ff84-445%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/images/blank.gif	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/images/blank.gif	(from http://livedemo00.template-help.com/joomla_47434/templates/theme1694/css/camera.css)
18:53:32	9289/9289	---M--	200	added ('OK')	image/gif	etag:%225215ff84-2449%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/images/camera-loader.gif	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/images/camera-loader.gif	(from http://livedemo00.template-help.com/joomla_47434/templates/theme1694/css/camera.css)
18:53:33	24198/24198	---M--	200	added ('OK')	image/png	etag:%225215ff84-5e86%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/images/camera_skins.png	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/images/camera_skins.png	(from http://livedemo00.template-help.com/joomla_47434/templates/theme1694/css/camera.css)
18:53:39	43529/43529	---M--	200	added ('OK')	image/jpeg	etag:%225216073c-aa09%22	http://livedemo00.template-help.com/joomla_47434/images/about-1.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/about-1.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/about)
18:53:39	18886/18886	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:37%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/about/41-what-s-hot/51-omnis-iste-natus	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/about/41-what-s-hot/51-omnis-iste-natus.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/about)
18:53:40	27238/27238	---M--	200	added ('OK')	image/jpeg	etag:%225216079c-6a66%22	http://livedemo00.template-help.com/joomla_47434/images/hot/hot-1.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/hot/hot-1.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/about)
18:53:40	75818/75818	---M--	200	added ('OK')	image/jpeg	etag:%2252160c0c-1282a%22	http://livedemo00.template-help.com/joomla_47434/images/slider/slide-1.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/slider/slide-1.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/about)
18:53:41	18890/18890	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:41%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/about/41-what-s-hot/76-omnis-iste-natus-2	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/about/41-what-s-hot/76-omnis-iste-natus-2.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/about)
18:53:42	30665/30665	---M--	200	added ('OK')	image/jpeg	etag:%22521607c8-77c9%22	http://livedemo00.template-help.com/joomla_47434/images/hot/hot-2.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/hot/hot-2.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/about)
18:53:43	18890/18890	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:43%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/about/41-what-s-hot/77-omnis-iste-natus-3	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/about/41-what-s-hot/77-omnis-iste-natus-3.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/about)
18:53:44	35603/35603	---M--	200	added ('OK')	image/jpeg	etag:%2252160808-8b13%22	http://livedemo00.template-help.com/joomla_47434/images/hot/hot-3.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/hot/hot-3.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/about)
18:53:45	14922/14922	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:45%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/about/history/42-1998	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/about/history/42-1998.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/about/history)
18:53:45	43589/43589	---M--	200	added ('OK')	image/jpeg	etag:%2252160868-aa45%22	http://livedemo00.template-help.com/joomla_47434/images/recipe-1.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/recipe-1.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/about)
18:53:46	14922/14922	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:46%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/about/history/45-2009	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/about/history/45-2009.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/about/history)
18:53:48	14922/14922	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:49%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/about/history/46-2011	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/about/history/46-2011.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/about/history)
18:53:50	21/21	---M--	200	added ('OK')	application/x-javascript	etag:%22517a838a-15%22	http://livedemo00.template-help.com/joomla_47434/media/jui/js/jquery-noconflict.js	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/media/jui/js/jquery-noconflict.js	(from http://livedemo00.template-help.com/joomla_47434/index.php/about/team/testimonials)
18:53:51	699/699	---M--	200	added ('OK')	application/opensearchdescription+xml	date:Sat,%2001%20Aug%202015%2013:23:52%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/component/search/?Itemid=171&format=opensearch	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/component/search/index226a.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/about/team/testimonials)
18:53:51	14922/14922	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:51%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/about/history/47-2012	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/about/history/47-2012.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/about/history)
18:53:52	14922/14922	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:50%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/about/history/44-2006	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/about/history/44-2006.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/about/history)
18:53:52	26454/26454	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22517a838a-6756%22	http://livedemo00.template-help.com/joomla_47434/media/jui/js/bootstrap.min.js	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/media/jui/js/bootstrap.min.js	(from http://livedemo00.template-help.com/joomla_47434/index.php/about/team/testimonials)
18:53:54	14267/14267	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:54%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/username-reminder-request	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/username-reminder-request.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/about/team/testimonials)
18:53:56	14324/14324	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:55%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/password-reset	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/password-reset.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/about/team/testimonials)
18:53:58	699/699	---M--	200	added ('OK')	application/opensearchdescription+xml	date:Sat,%2001%20Aug%202015%2013:23:59%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/component/search/?Itemid=168&format=opensearch	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/component/search/indexdfb5.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/about/faqs)
18:53:58	17293/17293	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:57%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/login-form?view=registration	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/login-form4437.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/about/team/testimonials)
18:54:00	17584/17584	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:23:58%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/about/faqs/58-question-1-aenean-varius-varius-tincidunt	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/about/faqs/58-question-1-aenean-varius-varius-tincidunt.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/about/faqs)
18:54:01	17619/17619	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:24:00%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/about/faqs/59-question-2-donec-quis-erat-id-risus-scelerisque	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/about/faqs/59-question-2-donec-quis-erat-id-risus-scelerisque.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/about/faqs)
18:54:02	17376/17376	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:24:02%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/about/faqs/60-question-3-vestibulum-fermentum-massa-nec	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/about/faqs/60-question-3-vestibulum-fermentum-massa-nec.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/about/faqs)
18:54:03	17391/17391	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:24:03%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/about/faqs/61-question-4-ut-sed-sapien-eu-libero-faucibus-posuere	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/about/faqs/61-question-4-ut-sed-sapien-eu-libero-faucibus-posuere.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/about/faqs)
18:54:03	21114/21114	---M--	200	added ('OK')	image/jpeg	etag:%2252160538-527a%22	http://livedemo00.template-help.com/joomla_47434/images/gallery/gallery-thumb1.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/gallery/gallery-thumb1.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:54:06	14950/14950	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:24:06%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/gallery-categories/first-gallery/26-suspendisse	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/gallery-categories/first-gallery/26-suspendisse.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:54:08	49271/49271	---M--	200	added ('OK')	image/jpeg	etag:%225216043c-c077%22	http://livedemo00.template-help.com/joomla_47434/images/gallery/gallery-img1.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/gallery/gallery-img1.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:54:12	39240/39240	---M--	200	added ('OK')	image/jpeg	etag:%225216054e-9948%22	http://livedemo00.template-help.com/joomla_47434/images/gallery/gallery-thumb2.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/gallery/gallery-thumb2.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:54:12	87337/87337	---M--	200	added ('OK')	image/jpeg	etag:%225216045e-15529%22	http://livedemo00.template-help.com/joomla_47434/images/gallery/gallery-img2.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/gallery/gallery-img2.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:54:13	14960/14960	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:24:11%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/gallery-categories/first-gallery/35-morbi-eleifend	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/gallery-categories/first-gallery/35-morbi-eleifend.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:54:15	38640/38640	---M--	200	added ('OK')	image/jpeg	etag:%2252160566-96f0%22	http://livedemo00.template-help.com/joomla_47434/images/gallery/gallery-thumb3.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/gallery/gallery-thumb3.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:54:16	15022/15022	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:24:15%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/gallery-categories/first-gallery/27-nulla-aliquet-libero	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/gallery-categories/first-gallery/27-nulla-aliquet-libero.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:54:25	90171/90171	---M--	200	added ('OK')	image/jpeg	etag:%2252160476-1603b%22	http://livedemo00.template-help.com/joomla_47434/images/gallery/gallery-img3.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/gallery/gallery-img3.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:54:27	46337/46337	---M--	200	added ('OK')	image/jpeg	etag:%225216057e-b501%22	http://livedemo00.template-help.com/joomla_47434/images/gallery/gallery-thumb4.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/gallery/gallery-thumb4.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:54:28	14996/14996	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:24:27%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/gallery-categories/first-gallery/28-enim-ultrices	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/gallery-categories/first-gallery/28-enim-ultrices.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:54:32	111415/111415	---M--	200	added ('OK')	image/jpeg	etag:%2252160494-1b337%22	http://livedemo00.template-help.com/joomla_47434/images/gallery/gallery-img4.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/gallery/gallery-img4.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:54:35	57015/57015	---M--	200	added ('OK')	image/jpeg	etag:%2252160592-deb7%22	http://livedemo00.template-help.com/joomla_47434/images/gallery/gallery-thumb5.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/gallery/gallery-thumb5.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:54:41	14978/14978	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:24:37%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/gallery-categories/second-gallery/29-gallery-vivamus-libero	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/gallery-categories/second-gallery/29-gallery-vivamus-libero.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:54:46	44529/44529	---M--	200	added ('OK')	image/jpeg	etag:%22521605ae-adf1%22	http://livedemo00.template-help.com/joomla_47434/images/gallery/gallery-thumb6.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/gallery/gallery-thumb6.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:54:48	99318/99318	---M--	200	added ('OK')	image/jpeg	etag:%22521604c4-183f6%22	http://livedemo00.template-help.com/joomla_47434/images/gallery/gallery-img6.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/gallery/gallery-img6.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:54:49	167528/167528	---M--	200	added ('OK')	image/jpeg	etag:%22521604a6-28e68%22	http://livedemo00.template-help.com/joomla_47434/images/gallery/gallery-img5.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/gallery/gallery-img5.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:54:54	34973/34973	---M--	200	added ('OK')	image/jpeg	etag:%22521605c2-889d%22	http://livedemo00.template-help.com/joomla_47434/images/gallery/gallery-thumb7.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/gallery/gallery-thumb7.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:54:54	15034/15034	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:24:48%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/gallery-categories/second-gallery/30-ut-at-erat-eu	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/gallery-categories/second-gallery/30-ut-at-erat-eu.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:54:58	14950/14950	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:24:56%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/gallery-categories/second-gallery/33-aenean-quis	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/gallery-categories/second-gallery/33-aenean-quis.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:55:00	72438/72438	---M--	200	added ('OK')	image/jpeg	etag:%22521604da-11af6%22	http://livedemo00.template-help.com/joomla_47434/images/gallery/gallery-img7.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/gallery/gallery-img7.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:55:01	78949/78949	---M--	200	added ('OK')	image/jpeg	etag:%2252160508-13465%22	http://livedemo00.template-help.com/joomla_47434/images/gallery/gallery-img9.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/gallery/gallery-img9.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:55:02	35732/35732	---M--	200	added ('OK')	image/jpeg	etag:%22521605ea-8b94%22	http://livedemo00.template-help.com/joomla_47434/images/gallery/gallery-thumb9.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/gallery/gallery-thumb9.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:55:03	15014/15014	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:25:02%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/gallery-categories/third-gallery/69-gallery-porta-arcu-sed	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/gallery-categories/third-gallery/69-gallery-porta-arcu-sed.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:55:10	39349/39349	---M--	200	added ('OK')	image/jpeg	etag:%22521605da-99b5%22	http://livedemo00.template-help.com/joomla_47434/images/gallery/gallery-thumb8.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/gallery/gallery-thumb8.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:55:11	14948/14948	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:25:05%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/gallery-categories/third-gallery/68-lorem-ipsum	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/gallery-categories/third-gallery/68-lorem-ipsum.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:55:15	78357/78357	---M--	200	added ('OK')	image/jpeg	etag:%22521604f2-13215%22	http://livedemo00.template-help.com/joomla_47434/images/gallery/gallery-img8.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/gallery/gallery-img8.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:55:17	46635/46635	---M--	200	added ('OK')	image/jpeg	etag:%22521605fc-b62b%22	http://livedemo00.template-help.com/joomla_47434/images/gallery/gallery-thumb10.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/gallery/gallery-thumb10.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:55:18	27695/27695	---MCZ	200	added ('OK')	text/css	etag:W/%225215ff9c-6c2f%22	http://livedemo00.template-help.com/joomla_47434/components/com_komento/assets/css/common.css	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/components/com_komento/assets/css/common.css	(from http://livedemo00.template-help.com/joomla_47434/index.php/news)
18:55:20	50954/50954	---MCZ	200	added ('OK')	text/css	etag:W/%225215ff84-c70a%22	http://livedemo00.template-help.com/joomla_47434/templates/theme1694/html/com_komento/css/style.css	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/templates/theme1694/html/com_komento/css/style.css	(from http://livedemo00.template-help.com/joomla_47434/index.php/news)
18:55:20	14938/14938	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:25:18%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/gallery-categories/third-gallery/70-cras-sed	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/gallery-categories/third-gallery/70-cras-sed.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:55:20	2113/2113	---MCZ	200	added ('OK')	text/css	etag:W/%225215ff9c-841%22	http://livedemo00.template-help.com/joomla_47434/components/com_komento/assets/css/syntaxhighlighter/default.css	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/components/com_komento/assets/css/syntaxhighlighter/default.css	(from http://livedemo00.template-help.com/joomla_47434/index.php/news)
18:55:20	121646/121646	---M--	200	added ('OK')	image/jpeg	etag:%225216051a-1db2e%22	http://livedemo00.template-help.com/joomla_47434/images/gallery/gallery-img10.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/gallery/gallery-img10.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/gallery)
18:55:20	35/35	---M--	200	added ('OK')	application/x-javascript	etag:%225215ffa6-23%22	http://livedemo00.template-help.com/joomla_47434/media/com_komento/scripts/abstract.js	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/media/com_komento/scripts/abstract.js	(from http://livedemo00.template-help.com/joomla_47434/index.php/news)
18:55:22	145787/145787	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225215ffa8-2397b%22	http://livedemo00.template-help.com/joomla_47434/media/foundry/2.1/scripts/foundry.js	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/media/foundry/2.1/scripts/foundry.js	(from http://livedemo00.template-help.com/joomla_47434/index.php/news)
18:55:23	31/31	---MCZ	200	added ('OK')	text/html	etag:W/%22412e116-1f-4e4882c413a00%22	http://livedemo00.template-help.com/joomla_47434/media/foundry/2.1/	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/media/foundry/2.1/index.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/news)
18:55:24	35456/35456	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:25:23%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index-2.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/news)
18:55:26	31/31	---MCZ	200	added ('OK')	text/html	etag:W/%22412e130-1f-4e4882c413a00%22	http://livedemo00.template-help.com/joomla_47434/media/foundry/2.1/scripts/	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/media/foundry/2.1/scripts/index.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/news)
18:55:26	69343/69343	---M--	200	added ('OK')	image/jpeg	etag:%2252160278-10edf%22	http://livedemo00.template-help.com/joomla_47434/images/blog/blog-thumb1.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/blog/blog-thumb1.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/news)
18:55:29	32207/32207	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:25:26%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/blog-categories/blog-vivamus-luctus-lectus-sit/37-eget-tellus-non-erat-lacinia-fermentum-donec-in-velit-ve	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/blog-categories/blog-vivamus-luctus-lectus-sit/37-eget-tellus-non-erat-lacinia-fermentum-donec-in-velit-ve.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/news)
18:55:29	54606/54606	---M--	200	added ('OK')	image/jpeg	etag:%22521602a0-d54e%22	http://livedemo00.template-help.com/joomla_47434/images/blog/blog-thumb2.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/blog/blog-thumb2.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/news)
18:55:31	32031/32031	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:25:29%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/blog-categories/blog-in-neque-arcu-vulputate/36-quia-voluptas-sit-aspernatur-aut-odit-aut-fugit	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/blog-categories/blog-in-neque-arcu-vulputate/36-quia-voluptas-sit-aspernatur-aut-odit-aut-fugit.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/news)
18:55:31	34433/34433	---M--	200	added ('OK')	image/jpeg	etag:%22521602bc-8681%22	http://livedemo00.template-help.com/joomla_47434/images/blog/blog-thumb3.jpg	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/images/blog/blog-thumb3.jpg	(from http://livedemo00.template-help.com/joomla_47434/index.php/news)
18:55:32	32059/32059	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:25:32%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/blog-categories/blog-donec-eu-elit-in-nisi/16-qui-dolorem-ipsum-quia-dolor-sit-amet-tempora-incidunt	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/blog-categories/blog-donec-eu-elit-in-nisi/16-qui-dolorem-ipsum-quia-dolor-sit-amet-tempora-incidunt.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/news)
18:55:34	31995/31995	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:25:34%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/news?start=3	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/newsf0e5.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/news)
18:55:35	29397/29397	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Aug%202015%2013:25:35%20GMT	http://livedemo00.template-help.com/joomla_47434/index.php/news?start=6	C:/WebSites/HSArts/livedemo00.template-help.com/joomla_47434/index.php/news034f.html	(from http://livedemo00.template-help.com/joomla_47434/index.php/news)
